T,time
0.9910103063663236,0.0001
0.9910491085822302,0.00011
0.9910874110301741,0.00012
0.991125259830311,0.00013000000000000002
0.9911626759837913,0.00014000000000000001
0.9911996783427934,0.00015000000000000001
0.99123628395022,0.00016
0.991272508314842,0.00017
0.9913083656375541,0.00018
0.9913438466700752,0.00019
0.9913790062904357,0.0002
0.9914138348302053,0.00021
0.9914483200988623,0.00022
0.9914825145029483,0.00023
0.991516384954406,0.00024
0.9915499807274624,0.00025
0.9915832690379205,0.00026000000000000003
0.9916162975092853,0.00027000000000000006
0.9916490326427362,0.0002800000000000001
0.9916815217355215,0.0002900000000000001
0.9917137295706956,0.00030000000000000014
0.9917457044026765,0.00031000000000000016
0.991777408221945,0.0003200000000000002
0.9918088694322793,0.0003300000000000002
0.991840112462565,0.00034000000000000024
0.9918711005952082,0.00035000000000000027
0.9919018604418259,0.0003600000000000003
0.9919324157352425,0.0003700000000000003
0.9919627295323048,0.00038000000000000035
0.9919928276595656,0.00039000000000000037
0.9920227339910352,0.0004000000000000004
0.9920524099157754,0.0004100000000000004
0.9920818813874334,0.00042000000000000045
0.992111173271548,0.0004300000000000005
0.9921402437577789,0.0004400000000000005
0.9921691198451724,0.00045000000000000053
0.9921978045829674,0.00046000000000000056
0.9922263224558358,0.0004700000000000006
0.9922546312469352,0.0004800000000000006
0.9922827574757469,0.0004900000000000006
0.9923107038205227,0.0005000000000000007
0.9923384728825411,0.0005100000000000007
0.9923660877664686,0.0005200000000000007
0.9923935079580412,0.0005300000000000007
0.9924207584012054,0.0005400000000000008
0.9924478414062428,0.0005500000000000008
0.9924747592224512,0.0005600000000000008
0.9925015348064142,0.0005700000000000008
0.9925281270398645,0.0005800000000000009
0.9925545606324381,0.0005900000000000009
0.9925808376004627,0.0006000000000000009
0.9926069599111116,0.000610000000000001
0.9926329294841889,0.000620000000000001
0.9926587685505749,0.000630000000000001
0.9926844366474528,0.000640000000000001
0.9927099576211462,0.0006500000000000011
0.9927353332087503,0.0006600000000000011
0.9927605651085093,0.0006700000000000011
0.9927856549811134,0.0006800000000000011
0.9928106256445705,0.0006900000000000012
0.9928354347652787,0.0007000000000000012
0.9928601067390087,0.0007100000000000012
0.9928846430800883,0.0007200000000000012
0.9929090452715902,0.0007300000000000013
0.9929333147662956,0.0007400000000000013
0.9929574529876195,0.0007500000000000013
0.9929814613305004,0.0007600000000000013
0.9930053614750591,0.0007700000000000014
0.9930291127655048,0.0007800000000000014
0.9930527382923482,0.0007900000000000014
0.9930762393386121,0.0008000000000000014
0.9930996171632263,0.0008100000000000015
0.9931228730017039,0.0008200000000000015
0.9931460080667951,0.0008300000000000015
0.9931690235491152,0.0008400000000000016
0.9931919415910527,0.0008500000000000016
0.9932147200799251,0.0008600000000000016
0.9932373825133821,0.0008700000000000016
0.9932599299942019,0.0008800000000000017
0.9932823636061813,0.0008900000000000017
0.9933046844146248,0.0009000000000000017
0.9933268934668164,0.0009100000000000017
0.9933489917924762,0.0009200000000000018
0.9933709804042031,0.0009300000000000018
0.993392860297902,0.0009400000000000018
0.9934146530656052,0.0009500000000000018
